candidate_id,name,party,age,education
1809,Zinal Kannan,BJP,73,Postgraduate
1810,Kala Dhar,INC,51,PhD
1811,Jatin Manda,AAP,69,12th Pass
1812,Osha Tank,Regional Party,35,PhD
1813,Aahana Parekh,BJP,66,Postgraduate
1814,Jasmit Bakshi,Regional Party,61,Graduate
1815,Nachiket Mody,BJP,36,12th Pass
1816,Qushi Dugar,AAP,43,PhD
1817,Zehaan Toor,Independent,38,Postgraduate
1818,Jagvi Bhalla,INC,38,Postgraduate
1819,Xalak Kaul,AAP,69,12th Pass
1820,Owen Sood,Independent,26,Graduate
1821,Dipta Dave,Regional Party,58,PhD
1822,Udarsh Dhaliwal,AAP,33,Graduate
1823,Kashvi Sem,Independent,51,Graduate
1824,Jagvi Dass,Regional Party,25,PhD
1825,Aishani Kashyap,Regional Party,68,12th Pass
1826,Bakhshi Balakrishnan,AAP,51,Postgraduate
1827,Zansi Hegde,Regional Party,56,12th Pass
1828,Avni Mittal,BJP,34,PhD
1829,Aayush Dada,Regional Party,69,Postgraduate
1830,Suhani Bali,Independent,66,PhD
1831,Yauvani Pradhan,INC,47,Graduate
1832,Chasmum Sawhney,AAP,44,Postgraduate
1833,Laban Nagar,INC,60,Graduate
1834,Vaishnavi Nagarajan,Independent,34,Graduate
1835,Anmol Gara,BJP,50,PhD
1836,Hema Dutta,AAP,27,Postgraduate
1837,Eiravati Kade,Independent,63,Postgraduate
1838,Vedant Dass,Regional Party,45,12th Pass
1839,Vincent Kakar,INC,27,PhD
1840,Ayushman Bains,Regional Party,73,Postgraduate
1841,Saanvi Ray,INC,66,PhD
1842,Teerth Kade,BJP,69,12th Pass
1843,Ayushman Dara,Independent,70,Graduate
1844,Janaki Deep,BJP,58,Graduate
1845,Anjali Ghosh,AAP,53,12th Pass
1846,Neel Dutt,AAP,69,PhD
1847,Jagvi Sibal,Independent,38,Postgraduate
1848,Maanav Mander,BJP,71,PhD
1849,Wazir Tiwari,Regional Party,71,Graduate
1850,Xiti Shah,Regional Party,46,Postgraduate
1851,Krishna Saini,BJP,39,PhD
1852,Ekavir Thakur,Independent,29,12th Pass
1853,Anjali Ganesan,INC,72,PhD
1854,Falguni Dewan,Regional Party,64,Graduate
1855,Peter Ramesh,BJP,39,Postgraduate
1856,Utkarsh Dyal,Regional Party,74,Postgraduate
1857,Yashawini Kala,Independent,31,Graduate
1858,Chandresh Narasimhan,Independent,67,PhD
1859,Anika Sha,INC,47,Postgraduate
1860,Diya Chander,AAP,29,Graduate
1861,Aarav Maharaj,AAP,43,Postgraduate
1862,Amrita Halder,Independent,54,PhD
1863,Ayush Pandit,Regional Party,34,12th Pass
1864,Garima Swamy,Regional Party,54,Postgraduate
1865,Banjeet Kuruvilla,AAP,48,Graduate
1866,Jonathan Ravel,AAP,31,PhD
1867,Dakshesh Varma,AAP,64,Graduate
1868,Anita Patla,Independent,64,Postgraduate
1869,Vamakshi Sodhi,Regional Party,66,PhD
1870,Vedika Vig,BJP,67,PhD
1871,Dakshesh Ganesh,INC,44,PhD
1872,Bhavna Bali,BJP,60,Postgraduate
1873,Sai Kulkarni,Regional Party,60,Postgraduate
1874,Rishi Brar,Regional Party,49,Postgraduate
1875,Rachit More,INC,59,PhD
1876,Nathaniel Singh,INC,60,12th Pass
1877,Omya Lanka,INC,50,Postgraduate
1878,Kamala Kala,Regional Party,39,PhD
1879,Ekiya Dar,BJP,30,12th Pass
1880,Omisha Banerjee,INC,53,PhD
1881,Chavvi Bhatt,Regional Party,71,12th Pass
1882,Advay Jain,BJP,41,12th Pass
1883,Nidhi Saxena,Independent,54,Postgraduate
1884,Patrick Gade,BJP,60,12th Pass
1885,Mitesh Joshi,INC,65,PhD
1886,Aarini Sankar,Independent,42,Postgraduate
1887,Bina Jhaveri,BJP,67,Graduate
1888,Megha Chaudhary,Regional Party,52,12th Pass
1889,Lopa Sankaran,Independent,33,Postgraduate
1890,Isaac Shanker,Independent,53,PhD
1891,Nilima Chahal,Regional Party,67,Postgraduate
1892,Jagvi Mody,AAP,28,PhD
1893,Veer Khatri,BJP,28,PhD
1894,Hemang Thaker,Independent,48,PhD
1895,Zaid Buch,AAP,61,Graduate
1896,Rachit Sur,Independent,25,Postgraduate
1897,Dalaja Sani,INC,66,Postgraduate
1898,Jacob Sen,AAP,60,Postgraduate
1899,Garima Shere,BJP,30,Postgraduate
1900,Tamanna Kumar,AAP,67,Graduate
1901,Arin Char,Independent,69,Graduate
1902,Harsh Bhat,Regional Party,39,Graduate
1903,Arin Pant,Independent,35,Graduate
1904,Chatresh Sekhon,INC,63,Postgraduate
1905,Vamakshi Chadha,Regional Party,58,12th Pass
1906,Leela Goda,AAP,61,PhD
1907,Abha Kota,INC,69,Postgraduate
1908,Omkaar Bora,Independent,25,12th Pass
1909,Orinder Bhardwaj,Regional Party,68,PhD
1910,Dhriti Mann,Independent,50,Postgraduate
1911,Warjas More,AAP,47,12th Pass
1912,Anthony Dewan,INC,48,Postgraduate
1913,Luke Narayan,Independent,47,Postgraduate
1914,Rayaan Chahal,Independent,25,12th Pass
1915,Reyansh Merchant,Regional Party,39,Graduate
1916,Widisha Chokshi,AAP,45,Graduate
1917,Anita Suri,INC,41,PhD
1918,Ayushman Narasimhan,AAP,64,Postgraduate
1919,Bakhshi Muni,Regional Party,26,12th Pass
1920,Raghav Soman,BJP,25,Postgraduate
1921,Rachana Varty,INC,49,Postgraduate
1922,Ranbir Chad,AAP,69,Graduate
1923,Adweta Bahri,INC,32,12th Pass
1924,Aarush Ramakrishnan,INC,49,Graduate
1925,Anamika Prasad,Independent,70,PhD
1926,Veer Varughese,BJP,69,Postgraduate
1927,Rajeshri Choudhury,INC,51,12th Pass
1928,Baghyawati Bhatti,AAP,52,12th Pass
1929,Dayamai Kota,BJP,63,PhD
1930,Onkar Deshpande,Independent,33,Graduate
1931,Nathaniel Patla,BJP,45,Graduate
1932,Darsh Dani,BJP,55,Graduate
1933,Samaksh Walia,Regional Party,49,PhD
1934,Karan Sankar,INC,69,Postgraduate
1935,Ekaja Mitter,INC,68,Postgraduate
1936,Nikita Sundaram,Independent,55,Graduate
1937,Dev Vohra,Regional Party,25,12th Pass
1938,Garima Chhabra,Regional Party,68,Graduate
1939,Yuvraj Mann,BJP,72,12th Pass
1940,Bhavika Chaudhuri,AAP,37,PhD
1941,Dayamai Sastry,Regional Party,69,Postgraduate
1942,Amruta Manda,AAP,69,PhD
1943,Laksh Basak,BJP,47,12th Pass
1944,Saumya Lata,BJP,44,Postgraduate
1945,Kamya Doshi,INC,55,PhD
1946,Vihaan Cherian,INC,49,12th Pass
1947,Rachit Dutt,Regional Party,35,12th Pass
1948,Laksh Sekhon,Independent,41,Graduate
1949,Netra Seshadri,INC,65,PhD
1950,Eiravati Bahl,BJP,53,PhD
1951,Laban Murthy,BJP,49,Graduate
1952,Radhika Dua,BJP,68,PhD
1953,Brijesh Nair,INC,63,12th Pass
1954,Kai Chokshi,Independent,58,PhD
1955,Manbir Sarna,AAP,38,12th Pass
1956,Hemang Baral,BJP,59,Postgraduate
1957,Imaran Banerjee,AAP,64,Postgraduate
1958,Dakshesh Kari,INC,53,Graduate
1959,Zehaan Sharma,BJP,66,Graduate
1960,Zehaan Bhatia,Regional Party,26,PhD
1961,Chandani Hari,INC,31,Postgraduate
1962,Bhavya Jayaraman,AAP,53,12th Pass
1963,Gaurang Mangal,BJP,57,Graduate
1964,Omkaar Patla,BJP,25,PhD
1965,Wazir Bahl,INC,26,12th Pass
1966,Geetika Anne,BJP,40,PhD
1967,Jagdish Gaba,AAP,31,Graduate
1968,Advik Bal,Regional Party,36,12th Pass
1969,Samaksh Misra,AAP,31,PhD
1970,Rohan Hans,BJP,70,12th Pass
1971,Nisha Handa,BJP,69,Graduate
1972,Patrick Chacko,Regional Party,56,12th Pass
1973,Hitesh Pradhan,Regional Party,70,Graduate
1974,Bahadurjit Natt,INC,68,12th Pass
1975,Onkar Bhatnagar,INC,46,12th Pass
1976,Bhanumati Lata,Regional Party,60,Graduate
1977,Krisha Ramesh,AAP,27,12th Pass
1978,Krishna Saha,BJP,65,Graduate
1979,Aradhana Parsa,AAP,61,PhD
1980,Jagat Nagarajan,Independent,63,Postgraduate
1981,Bishakha Nayak,BJP,59,Graduate
1982,Widisha Srinivas,Regional Party,44,Graduate
1983,Saksham Mittal,AAP,34,PhD
1984,Devansh Saraf,Regional Party,73,Postgraduate
1985,Saksham Konda,Regional Party,60,Graduate
1986,Daksh Sridhar,Regional Party,63,12th Pass
1987,Sara Verma,Independent,46,Postgraduate
1988,Yashawini Iyengar,Independent,52,PhD
1989,Netra Panchal,Regional Party,54,Graduate
1990,Charles Mall,BJP,60,PhD
1991,Urmi Chahal,AAP,37,12th Pass
1992,Ishaan Dash,Independent,47,Graduate
1993,Baghyawati Pall,Independent,72,12th Pass
1994,Jeevika Devan,Independent,74,PhD
1995,Leela Malhotra,AAP,44,Postgraduate
1996,Alka Atwal,INC,35,Graduate
1997,Timothy Sankar,Regional Party,41,Graduate
1998,Neha Magar,AAP,52,Graduate
1999,Osha Khalsa,BJP,59,12th Pass
2000,Oeshi Narayanan,INC,64,Graduate
2001,Netra Goyal,AAP,61,Postgraduate
2002,Champak Raval,Independent,41,12th Pass
2003,Elijah D’Alia,Regional Party,62,Postgraduate
2004,Widisha Lad,Regional Party,47,12th Pass
2005,Ekanta Salvi,Regional Party,51,12th Pass
2006,Alka Rana,AAP,31,Graduate
2007,Chanakya Bajwa,BJP,55,PhD
2008,Lajita Kala,Independent,72,PhD
2009,Imaran Jaggi,AAP,67,Graduate
2010,Siya Vig,Regional Party,60,12th Pass
2011,Samaksh Boase,INC,53,PhD
2012,Ekbal Khurana,Independent,65,Postgraduate
2013,Yachana Kara,INC,58,Postgraduate
2014,Radha Prakash,Independent,32,Postgraduate
2015,Anya Ben,Independent,55,Graduate
2016,Tanay Hegde,Regional Party,67,12th Pass
2017,Lavanya Memon,Independent,38,12th Pass
2018,Charan Bedi,INC,28,Postgraduate
2019,Aarini Agrawal,Independent,43,12th Pass
2020,Yashasvi Mallick,Regional Party,71,Postgraduate
2021,Anay Bhat,AAP,51,PhD
2022,Max Comar,Regional Party,58,Graduate
2023,Sathvik Bahl,Regional Party,51,Postgraduate
2024,Libni Keer,Regional Party,73,PhD
2025,Tarak Tara,AAP,56,Graduate
2026,Saumya Datta,Independent,50,Postgraduate
2027,Yatin Borah,Regional Party,50,Graduate
2028,Shivansh Khosla,Independent,45,PhD
2029,Vaishnavi Narain,INC,68,PhD
2030,Vedhika Date,BJP,48,PhD
2031,Jacob Chana,AAP,34,12th Pass
2032,Inaya Krish,BJP,34,Postgraduate
2033,Bimala Sanghvi,Independent,35,Graduate
2034,Diya Borra,INC,46,Graduate
2035,Vrishti Chawla,INC,59,PhD
2036,Timothy Seshadri,Independent,59,Postgraduate
2037,Liam Choudhry,Independent,53,12th Pass
2038,Janya Chawla,AAP,67,12th Pass
2039,Xavier Brar,Independent,64,PhD
2040,Benjamin Kurian,Regional Party,33,Graduate
2041,Gautam Setty,AAP,65,12th Pass
2042,Harsh Dora,Independent,45,Postgraduate
2043,Darpan Rajan,AAP,53,Graduate
2044,Nilima Seth,BJP,55,Postgraduate
2045,Udant Dutt,Regional Party,55,Graduate
2046,Qushi Varty,Regional Party,34,PhD
2047,Frado Korpal,AAP,43,Graduate
2048,Sanya Rajagopal,Regional Party,67,Graduate
2049,George Varughese,INC,59,Postgraduate
2050,Pushti Borah,AAP,58,12th Pass
2051,Dhriti Bhat,BJP,26,Graduate
2052,Ranbir Sant,Regional Party,68,12th Pass
2053,Mekhala Rastogi,Independent,63,Postgraduate
2054,Mitesh Nagy,Regional Party,44,Postgraduate
2055,Devansh Rastogi,AAP,68,12th Pass
2056,Chandresh Dass,BJP,66,Graduate
2057,Omya Pau,INC,72,PhD
2058,Omkaar Doctor,Independent,71,12th Pass
2059,Gautam Comar,Independent,27,Graduate
2060,Aachal Sachdev,Regional Party,41,12th Pass
2061,Ridhi Borra,Regional Party,63,Graduate
2062,Alexander Shenoy,INC,29,Postgraduate
2063,Sanya Bhakta,INC,32,12th Pass
2064,Radha Gade,INC,57,Postgraduate
2065,Rishi Murthy,BJP,61,Postgraduate
2066,Daksh Bedi,AAP,70,Graduate
2067,Eshana Sinha,INC,33,PhD
2068,Diya Narang,Independent,48,Graduate
2069,Jeet D’Alia,AAP,33,Graduate
2070,Ekansh Puri,Regional Party,65,PhD
2071,Chaaya Bhalla,INC,73,Graduate
2072,Dayamai Dhaliwal,AAP,35,PhD
2073,Pranit Panchal,Regional Party,52,PhD
2074,Hamsini Peri,BJP,29,Postgraduate
2075,Lavanya Balay,BJP,26,Graduate
2076,Vidhi Raja,AAP,59,PhD
2077,Manya Dave,Independent,64,Graduate
2078,Utkarsh Deol,Independent,49,Graduate
2079,Nilima Bhakta,BJP,52,Graduate
2080,Abha Raman,INC,47,Graduate
2081,Ryan Rastogi,Independent,41,Postgraduate
2082,Vaishnavi Dass,Independent,53,PhD
2083,Advaith Ray,AAP,38,Postgraduate
2084,Arjun Sarkar,Independent,36,12th Pass
2085,Barkha Gour,BJP,65,Graduate
2086,Tara Rege,AAP,69,Postgraduate
2087,Henry Kibe,Independent,33,PhD
2088,Jhalak Palla,Independent,26,PhD
2089,Garima Kala,Independent,67,12th Pass
2090,Lila Shroff,BJP,32,12th Pass
2091,Mugdha Lanka,Regional Party,60,Postgraduate
2092,Mahika Dar,BJP,35,Postgraduate
2093,Anamika Amble,Independent,36,12th Pass
2094,Eesha Kara,AAP,30,PhD
2095,Abhimanyu Patla,INC,57,12th Pass
2096,Patrick Barad,BJP,38,12th Pass
2097,Advaith Ramaswamy,INC,30,Postgraduate
2098,Anamika Vala,BJP,60,12th Pass
2099,Ryan Ganguly,AAP,39,Postgraduate
2100,Girindra Sura,BJP,58,Postgraduate
2101,Upadhriti Basu,Independent,68,PhD
2102,Avi Palla,INC,56,12th Pass
2103,Chatresh Mani,INC,67,12th Pass
2104,Ayaan Borah,BJP,39,Postgraduate
2105,Imaran Anne,BJP,42,Postgraduate
2106,Ojas Rege,Regional Party,53,Graduate
2107,Balvan Chakrabarti,BJP,36,Graduate
2108,Gaurangi Rao,INC,41,Postgraduate
2109,Vidhi Nayar,AAP,66,Postgraduate
2110,Samarth Bail,INC,70,Graduate
2111,Ayaan Wagle,INC,56,12th Pass
2112,Raksha Tata,INC,72,Postgraduate
2113,Urvi Aggarwal,INC,72,PhD
2114,Mekhala Sant,INC,30,Postgraduate
2115,Yauvani Bahri,INC,63,PhD
2116,Aadhya Shetty,INC,58,12th Pass
2117,Jason Bhatti,BJP,56,Postgraduate
2118,Ekta Gaba,INC,50,Postgraduate
2119,Charan Kapoor,INC,35,Graduate
2120,Vedant Gole,BJP,37,12th Pass
2121,Upma Subramanian,Independent,28,12th Pass
2122,Oviya Soni,BJP,48,Postgraduate
2123,Lekha Deshpande,AAP,49,Postgraduate
2124,Shivansh Thakkar,BJP,32,12th Pass
2125,Warinder Minhas,Independent,49,Postgraduate
2126,Pranit Kashyap,INC,36,PhD
2127,Falak Pall,Independent,26,Graduate
2128,Qarin Minhas,INC,68,Graduate
2129,Ira Loke,BJP,28,Postgraduate
2130,Joshua Ramakrishnan,BJP,29,Postgraduate
2131,Alexander Sawhney,Regional Party,35,Postgraduate
2132,Jatin Verma,INC,62,PhD
2133,Jacob Deshmukh,AAP,33,PhD
2134,Anirudh Minhas,AAP,49,12th Pass
2135,Laban Roy,AAP,36,PhD
2136,Chandran Verma,INC,54,12th Pass
2137,Vamakshi Chhabra,INC,34,Postgraduate
2138,Daniel Khurana,BJP,26,PhD
2139,Faris Tella,Independent,47,PhD
2140,Warda Bhatti,AAP,40,Graduate
2141,Baghyawati Pandey,BJP,66,PhD
2142,Aditya Chad,BJP,40,PhD
2143,Ekbal Basak,Independent,73,12th Pass
2144,Zashil Sanghvi,Regional Party,44,Postgraduate
2145,Siya Rajagopal,AAP,72,Graduate
2146,Balhaar Modi,INC,68,Graduate
2147,Fiyaz Dayal,Regional Party,53,Graduate
2148,Umang Bala,Independent,58,12th Pass
2149,Aditya Sanghvi,AAP,57,12th Pass
2150,Tristan Randhawa,Independent,53,PhD
2151,Ekiya Borra,Independent,33,PhD
2152,Ria Ravi,INC,37,Graduate
2153,Dipta Lanka,Regional Party,63,Graduate
2154,Laksh Rajagopalan,AAP,60,Postgraduate
2155,Aadhya Bhavsar,AAP,39,PhD
2156,Upma Narayan,INC,40,Graduate
2157,Ojasvi Rai,INC,70,PhD
2158,Kabir Srivastava,Independent,47,Graduate
2159,Divya Sane,BJP,53,Postgraduate
2160,Azaan Bhavsar,BJP,33,Graduate
2161,Deepa Jaggi,Independent,40,Postgraduate
2162,Chatresh Dash,Independent,65,12th Pass
2163,Leena Thakkar,INC,73,PhD
2164,Jatin Kara,Regional Party,58,PhD
2165,Gaurangi Vala,Regional Party,67,12th Pass
2166,Nitara Gara,Independent,50,PhD
2167,Umang Vasa,AAP,31,Postgraduate
2168,Dominic Bassi,INC,56,12th Pass
2169,Tarak Mall,Regional Party,45,Graduate
2170,Lila Varty,AAP,61,Postgraduate
2171,Pooja Kade,AAP,70,12th Pass
2172,Ekaraj Kota,Independent,39,12th Pass
2173,Aryan Bhatnagar,AAP,67,Graduate
2174,Veer Sule,Regional Party,33,Postgraduate
2175,Vihaan Chand,BJP,34,Postgraduate
2176,Kevin Morar,BJP,63,Graduate
2177,Gaurang Sheth,Regional Party,39,Postgraduate
2178,Meghana Ravi,Independent,49,PhD
2179,Shivansh Nanda,BJP,57,Postgraduate
2180,Leela Ganesan,BJP,59,12th Pass
2181,Ayaan Gulati,INC,32,Graduate
2182,Faris Palla,BJP,49,Graduate
2183,Sanaya Gole,BJP,36,Graduate
2184,Lucky Mitter,BJP,42,12th Pass
2185,Radha Singhal,INC,59,Postgraduate
2186,Patrick Comar,BJP,26,Postgraduate
2187,Orinder Sant,BJP,50,Postgraduate
2188,Xalak Bassi,Independent,47,12th Pass
2189,Vrishti Maharaj,AAP,71,12th Pass
2190,Manbir Sanghvi,BJP,47,Graduate
2191,Riya Gill,BJP,27,PhD
2192,Anay Master,Independent,72,12th Pass
2193,Advik Roy,AAP,71,Postgraduate
2194,Akshay Raval,AAP,28,Postgraduate
2195,Chaitanya Sule,BJP,53,PhD
2196,Rachana Comar,Independent,60,12th Pass
2197,Gabriel Issac,INC,26,Graduate
2198,Bhavika Yadav,BJP,32,Graduate
2199,Finn Sur,INC,50,PhD
2200,Farhan Puri,Regional Party,55,12th Pass
2201,Gayathri Naik,AAP,48,Graduate
2202,Robert Goel,Regional Party,25,Graduate
2203,Kai Mangal,Independent,34,Graduate
2204,Upma Mannan,Regional Party,56,PhD
2205,Urvashi Hora,INC,37,Postgraduate
2206,Sara Kala,Regional Party,66,PhD
2207,Hredhaan Ahuja,Regional Party,28,Postgraduate
2208,Omisha Basak,Independent,57,PhD
2209,Rohan Hans,Independent,68,PhD
2210,Ronith Modi,AAP,44,PhD
2211,Yashica Zachariah,INC,67,Postgraduate
2212,Pavani Lalla,INC,73,Postgraduate
2213,Yashasvi Aggarwal,Regional Party,49,PhD
2214,Jagvi De,BJP,32,12th Pass
2215,Abeer Patil,Regional Party,28,Postgraduate
2216,Isha Dara,INC,50,PhD
2217,Yashasvi Sheth,INC,53,PhD
2218,Avi Koshy,Regional Party,64,Postgraduate
2219,Vritti Pillai,AAP,40,Postgraduate
2220,Champak Trivedi,Regional Party,56,12th Pass
2221,Bhavini Parmar,BJP,32,PhD
2222,Deepa Venkataraman,AAP,58,Postgraduate
2223,Caleb Babu,Independent,31,Postgraduate
2224,Chanakya Shanker,BJP,55,Graduate
2225,Max Sundaram,Independent,65,Postgraduate
2226,Abhiram Shetty,BJP,74,PhD
2227,Kiaan Comar,BJP,62,Graduate
2228,Maya Lata,AAP,47,12th Pass
2229,Abhiram Dyal,AAP,44,PhD
2230,Jackson Lata,Regional Party,58,Postgraduate
2231,Eesha Chad,Regional Party,40,12th Pass
2232,Nitesh Dayal,Independent,40,12th Pass
2233,Ekaraj Chand,INC,68,Postgraduate
2234,Shivansh Badal,AAP,58,12th Pass
2235,Waida Issac,Regional Party,27,Postgraduate
2236,Gautami Srinivas,BJP,41,Postgraduate
2237,Wakeeta Chakrabarti,Regional Party,37,12th Pass
2238,Zashil Parsa,AAP,32,PhD
2239,Nimrat Dhaliwal,Regional Party,68,12th Pass
2240,Meghana Jani,Regional Party,60,PhD
2241,Kritika Venkataraman,INC,38,12th Pass
2242,Turvi Nagarajan,INC,28,12th Pass
2243,Kevin Mistry,Independent,51,Graduate
2244,Aachal Chakraborty,INC,46,Postgraduate
2245,Rishi Garde,AAP,54,12th Pass
2246,Nikita Chaudry,Regional Party,29,Postgraduate
2247,Ishwar Sathe,Regional Party,62,12th Pass
2248,Hemal Behl,Regional Party,43,PhD
2249,Eshana Apte,Regional Party,61,PhD
2250,Zayyan Dash,Regional Party,66,Postgraduate
2251,Turvi Ramaswamy,Independent,63,12th Pass
2252,Jairaj Deshmukh,AAP,52,PhD
2253,Idika Jha,AAP,54,Postgraduate
2254,Wyatt Bali,Regional Party,40,12th Pass
2255,Fitan Mistry,INC,51,12th Pass
2256,Eiravati Dora,Regional Party,52,PhD
2257,Lucky Brahmbhatt,BJP,51,Postgraduate
2258,Widisha Tandon,AAP,66,12th Pass
2259,Caleb Bains,Regional Party,74,12th Pass
2260,Yachana Madan,AAP,40,12th Pass
2261,Anamika Thakur,Independent,35,PhD
2262,Vritti Patla,Independent,74,Postgraduate
2263,Arin Bera,Independent,62,Graduate
2264,Chatresh Chakrabarti,Independent,40,Graduate
2265,Indali Padmanabhan,AAP,63,PhD
2266,Vidhi Batra,Regional Party,34,12th Pass
2267,Vrishti Bora,INC,30,PhD
2268,Veer Shanker,Regional Party,46,Postgraduate
2269,Girindra Bains,Regional Party,56,Postgraduate
2270,Kai Rajagopal,Independent,73,Graduate
2271,Ekanta Kara,INC,66,12th Pass
2272,Ekta Solanki,AAP,34,PhD
2273,Ishani Sem,INC,41,PhD
2274,Zaid Amble,Independent,64,PhD
2275,Eesha Sawhney,Independent,29,PhD
2276,Zansi Sharma,Regional Party,55,12th Pass
2277,Oni Tank,Regional Party,44,12th Pass
2278,Suhani Sha,Regional Party,45,Graduate
2279,Anvi Soman,Regional Party,64,12th Pass
2280,Gunbir Mohan,AAP,54,Postgraduate
2281,Radha Suri,BJP,43,Postgraduate
2282,Matthew Sehgal,BJP,70,Postgraduate
2283,Unni Kurian,Regional Party,36,PhD
2284,Harish Ganguly,AAP,53,Postgraduate
2285,Raksha Mandal,Regional Party,42,PhD
2286,Gaurav Bajwa,Independent,38,Postgraduate
2287,Amara Gour,Regional Party,51,Graduate
2288,Pooja Gala,INC,32,Graduate
2289,Ojas Dubey,BJP,36,Postgraduate
2290,Aarav Chaudhary,BJP,65,Graduate
2291,Ati Dutt,INC,63,Graduate
2292,Raagini Randhawa,Regional Party,72,Postgraduate
2293,Ikshita Upadhyay,Regional Party,71,Postgraduate
2294,Teerth Char,INC,30,Postgraduate
2295,Krishna Mohan,Independent,50,Postgraduate
2296,Geetika Balay,Regional Party,47,Postgraduate
2297,Liam Naidu,Regional Party,55,Postgraduate
2298,Diya Sur,Independent,64,PhD
2299,Yuvraj Baral,BJP,49,Postgraduate
2300,Zayyan Bassi,Regional Party,70,12th Pass
2301,Jack Bala,AAP,46,Graduate
2302,Saumya Kannan,BJP,47,PhD
2303,Wakeeta Dasgupta,INC,37,Graduate
2304,Kamya Patla,BJP,56,PhD
2305,Aarush Narain,INC,43,Graduate
2306,Kashvi Ratti,BJP,72,Postgraduate
2307,Krish Murthy,AAP,40,12th Pass
2308,Naveen Mall,BJP,49,Postgraduate
2309,Viraj Shetty,BJP,52,Graduate
2310,Wakeeta Mitter,INC,52,PhD
2311,Raagini Mahal,INC,66,Graduate
2312,Laban Upadhyay,INC,58,12th Pass
2313,Amol Dasgupta,AAP,54,Graduate
2314,Hema Ramanathan,INC,47,Postgraduate
2315,Zayan Venkataraman,Independent,43,Postgraduate
2316,Teerth Kari,Independent,53,Graduate
2317,Tara Sankaran,INC,64,Graduate
2318,Eiravati Bahri,AAP,38,PhD
2319,Mekhala Krishnamurthy,AAP,48,12th Pass
2320,Wazir Malhotra,Independent,30,Graduate
2321,Geetika Deshmukh,AAP,42,Postgraduate
2322,Dipta Mangal,Regional Party,54,12th Pass
2323,Baljiwan Walla,AAP,66,PhD
2324,Mason Ravel,Independent,64,12th Pass
2325,Vedhika Bhatti,Independent,46,Graduate
2326,Ishaan Gole,Independent,65,Graduate
2327,Shravya Pradhan,AAP,57,PhD
2328,Teerth Narayan,BJP,60,12th Pass
2329,Bachittar Thakkar,INC,52,Postgraduate
2330,Nirja D’Alia,AAP,50,12th Pass
2331,William Srinivas,Independent,45,12th Pass
2332,Oviya Gole,Regional Party,54,Graduate
2333,Abhimanyu Mand,BJP,73,12th Pass
2334,Avni Naidu,INC,62,Postgraduate
2335,Yatin Palla,BJP,70,PhD
2336,Bahadurjit Tiwari,INC,66,PhD
2337,Vrinda Chaudhry,Independent,53,PhD
2338,Anika Kumar,Regional Party,43,Graduate
2339,Michael Rana,Independent,70,PhD
2340,Nikita Sachar,Independent,29,12th Pass
2341,Gaurika Sinha,BJP,69,Postgraduate
2342,Xavier Seth,BJP,61,12th Pass
2343,Advik Sundaram,Regional Party,32,PhD
2344,Brijesh Oak,AAP,27,PhD
2345,Gavin Karan,BJP,44,Postgraduate
2346,Timothy Saini,BJP,73,12th Pass
2347,Gabriel Banerjee,BJP,42,PhD
2348,Zaid Pillay,INC,64,Graduate
2349,Gaurangi Ganguly,AAP,42,Graduate
2350,Sachi Ghose,Regional Party,56,Graduate
2351,Charvi Karpe,BJP,43,12th Pass
2352,Jai Bhandari,BJP,31,12th Pass
2353,Rehaan Sane,Independent,59,Postgraduate
2354,Avi Sengupta,Independent,44,12th Pass
2355,Harrison Sen,INC,40,PhD
2356,Arin Raj,Regional Party,32,12th Pass
2357,Balvan Sen,Independent,48,12th Pass
2358,Ekani Issac,AAP,50,Postgraduate
2359,Tejas Dutta,AAP,42,Graduate
2360,Nikita Contractor,Regional Party,59,PhD
2361,Chaitaly Dhaliwal,AAP,63,12th Pass
2362,Udarsh Sachdev,Independent,67,PhD
2363,Faraj Dugar,AAP,27,PhD
2364,Bhanumati Khalsa,INC,54,PhD
2365,Harsh Rout,AAP,50,12th Pass
2366,Zaid Ramesh,INC,44,12th Pass
2367,Luke Gaba,Independent,48,12th Pass
2368,Lucky Mitra,AAP,67,Graduate
2369,Agastya Banik,Regional Party,30,PhD
2370,Lajita Bail,Regional Party,48,12th Pass
2371,Ayush Jain,Regional Party,49,Graduate
2372,Chakradhar Menon,Regional Party,67,Graduate
2373,Yutika Pall,INC,60,12th Pass
2374,Xiti Singhal,BJP,30,Postgraduate
2375,Timothy Jain,Regional Party,60,Graduate
2376,Ethan Narayan,Independent,61,12th Pass
2377,Dhruv Nadkarni,Independent,65,PhD
2378,Bhavika Lad,Regional Party,55,12th Pass
2379,Osha Devi,Regional Party,44,Postgraduate
2380,Kamya Wason,Independent,34,PhD
2381,Osha Amble,BJP,58,Postgraduate
2382,Veer Tiwari,INC,31,Postgraduate
2383,Widisha Grewal,Regional Party,42,PhD
2384,Tarak Upadhyay,Regional Party,60,PhD
2385,Timothy Baral,INC,59,PhD
2386,Jairaj Kashyap,AAP,36,PhD
2387,Sachi Nagy,AAP,54,PhD
2388,Nidra Batra,INC,26,12th Pass
2389,Isha Bhattacharyya,AAP,49,PhD
2390,Advika Anne,Independent,31,12th Pass
2391,Praneel Jaggi,Independent,63,Postgraduate
2392,Eta Ahuja,BJP,53,Graduate
2393,Maanav Malhotra,BJP,72,PhD
