campaign_id,party,state,spend,date
3751,INC,UP,8957914.68,2025-12-10
3752,AAP,Maharashtra,4643294.33,2025-06-06
3753,BJP,Tamil Nadu,8271821.79,2025-06-10
3754,INC,Bihar,811822.3,2025-06-04
3755,BJP,UP,8161310.66,2025-10-13
3756,Regional Party,Tamil Nadu,8031033.49,2026-01-20
3757,AAP,UP,4403795.55,2025-11-21
3758,INC,Maharashtra,8836670.35,2025-08-23
3759,Regional Party,UP,554470.53,2025-09-16
3760,Regional Party,UP,9275333.5,2025-05-06
3761,BJP,Bihar,5079269.83,2025-08-07
3762,BJP,Bihar,6773607.9,2025-04-11
3763,Regional Party,Bihar,9064067.01,2026-01-05
3764,BJP,Bihar,9010854.08,2025-12-24
3765,AAP,Bihar,8152932.7,2025-07-06
3766,BJP,Bihar,8768424.29,2025-09-14
3767,INC,UP,6147565.85,2025-09-15
3768,AAP,Tamil Nadu,5183648.99,2025-09-21
3769,INC,Bihar,8815556.0,2025-11-20
3770,BJP,Maharashtra,3038150.29,2025-11-05
3771,Regional Party,Bihar,5965051.79,2025-08-14
3772,INC,Maharashtra,2118930.1,2025-05-12
3773,BJP,UP,2145347.42,2025-11-08
3774,INC,Tamil Nadu,4086474.94,2025-11-11
3775,Regional Party,UP,4196385.45,2026-02-21
3776,BJP,UP,4668043.34,2025-09-17
3777,BJP,Bihar,5426116.66,2025-06-11
3778,Regional Party,Maharashtra,3157191.39,2025-11-11
3779,Regional Party,Bihar,3266444.4,2026-03-14
3780,AAP,UP,2484041.41,2025-09-30
3781,AAP,Bihar,-1000.0,2026-02-16
3782,AAP,Bihar,737055.33,2026-03-07
3783,Regional Party,Bihar,577041.8,2026-02-24
3784,INC,Maharashtra,7704884.65,2025-12-09
3785,AAP,UP,5456900.18,2025-07-29
3786,Regional Party,Bihar,8882953.68,2026-02-22
3787,BJP,Tamil Nadu,1776591.2,2025-04-19
3788,BJP,Tamil Nadu,9586473.04,2025-11-30
3789,INC,Maharashtra,9141714.4,2025-06-26
3790,Regional Party,Bihar,1251226.86,2025-08-05
3791,AAP,Maharashtra,7616305.22,2025-09-29
3792,AAP,Tamil Nadu,844988.3,2025-11-26
3793,Regional Party,UP,9033702.09,2025-05-07
3794,AAP,Tamil Nadu,3489605.51,2026-01-25
3795,BJP,UP,2719752.73,2026-01-14
3796,Regional Party,Tamil Nadu,9584267.96,2025-12-03
3797,BJP,Maharashtra,490569.98,2026-02-23
3798,BJP,Bihar,780552.9,2025-05-30
3799,AAP,Tamil Nadu,4255760.73,2025-11-23
3800,BJP,Tamil Nadu,5635912.87,2025-11-30
3801,Regional Party,Bihar,6259183.64,2025-12-02
3802,BJP,UP,5490884.49,2026-01-01
3803,BJP,Tamil Nadu,8194916.01,2025-11-16
3804,AAP,Bihar,8817508.91,2025-12-23
3805,BJP,Bihar,3979794.02,2025-06-01
3806,INC,Bihar,9252019.55,2025-10-24
3807,BJP,Bihar,4853573.46,2025-07-27
3808,BJP,UP,4994107.11,2026-02-18
3809,AAP,UP,5514277.91,2025-05-08
3810,AAP,Tamil Nadu,7264847.43,2025-09-08
3811,BJP,UP,4298303.53,2026-03-20
3812,AAP,Tamil Nadu,5195144.25,2025-12-07
3813,AAP,Tamil Nadu,7843792.53,2025-05-28
3814,BJP,UP,2864405.51,2025-10-16
3815,Regional Party,UP,9839082.02,2025-05-20
3816,INC,Maharashtra,1297502.62,2025-12-17
3817,BJP,Bihar,6796527.04,2025-10-16
3818,Regional Party,Bihar,5699751.83,2025-09-08
3819,BJP,Tamil Nadu,8255429.88,2025-12-22
3820,BJP,Maharashtra,843037.05,2025-08-31
3821,BJP,Tamil Nadu,9673716.33,2026-02-11
3822,INC,Maharashtra,-1000.0,2025-05-28
3823,Regional Party,Maharashtra,9086067.2,2025-12-28
3824,BJP,UP,1797030.86,2025-09-12
3825,BJP,Maharashtra,3201259.31,2026-01-06
3826,Regional Party,Bihar,5335905.6,2025-06-07
3827,INC,Bihar,5296408.9,2025-05-11
3828,AAP,Tamil Nadu,2941946.96,2026-01-23
3829,INC,Bihar,3842316.26,2025-09-10
3830,Regional Party,Tamil Nadu,7303143.27,2025-08-07
3831,INC,Tamil Nadu,9959499.26,2025-12-31
3832,INC,Bihar,8547602.69,2026-01-12
3833,AAP,UP,4535857.02,2026-03-21
3834,BJP,Maharashtra,322536.95,2025-09-13
3835,INC,Maharashtra,209195.22,2025-06-26
3836,BJP,UP,8600622.56,2025-10-25
3837,Regional Party,Bihar,3678642.21,2026-03-27
3838,BJP,Bihar,6991989.22,2025-12-23
3839,Regional Party,Bihar,5448109.95,2025-09-18
3840,BJP,UP,8750533.29,2025-12-25
3841,Regional Party,Tamil Nadu,5381981.94,2025-10-24
3842,AAP,Bihar,7673281.61,2026-02-20
3843,INC,Bihar,2969591.64,2025-11-21
3844,Regional Party,Bihar,9713799.92,2025-07-08
3845,Regional Party,Maharashtra,7142855.96,2025-10-21
3846,AAP,UP,7698751.48,2025-12-17
3847,Regional Party,UP,7239547.74,2026-01-07
3848,AAP,Bihar,3805413.77,2025-07-01
3849,Regional Party,Tamil Nadu,6091767.17,2025-12-22
3850,BJP,Maharashtra,8351140.43,2026-02-14
3851,INC,UP,4731044.13,2025-06-14
3852,BJP,Bihar,21716.5,2026-01-12
3853,BJP,Tamil Nadu,5665886.39,2026-01-13
3854,Regional Party,Bihar,2224302.88,2026-01-26
3855,INC,Maharashtra,6150330.73,2025-09-15
3856,INC,UP,5641734.65,2026-02-23
3857,AAP,Tamil Nadu,801273.34,2025-07-15
3858,Regional Party,UP,3780671.26,2025-10-18
3859,BJP,Maharashtra,2220093.01,2025-06-15
3860,Regional Party,Maharashtra,4963630.39,2025-04-13
3861,AAP,Maharashtra,8095820.96,2026-02-09
3862,AAP,Tamil Nadu,905785.1,2025-11-04
3863,AAP,Bihar,98718.74,2025-11-12
3864,BJP,Bihar,9055575.81,2025-11-04
3865,INC,UP,3122657.24,2025-08-01
3866,INC,Tamil Nadu,624767.93,2025-06-11
3867,AAP,UP,8195370.37,2025-08-14
3868,INC,Tamil Nadu,620195.07,2025-08-17
3869,INC,Bihar,2141069.67,2025-04-09
3870,BJP,Bihar,7121158.92,2026-01-08
3871,BJP,UP,1537151.74,2025-09-17
3872,AAP,Tamil Nadu,2702932.76,2026-03-29
3873,Regional Party,Maharashtra,3681085.91,2025-05-07
3874,INC,Maharashtra,3008561.14,2025-04-30
3875,AAP,Bihar,6735574.42,2025-12-02
3876,Regional Party,Tamil Nadu,6038137.52,2025-09-08
3877,INC,Bihar,2941440.58,2026-03-25
3878,Regional Party,Tamil Nadu,5112207.24,2026-03-11
3879,AAP,UP,1409055.54,2025-04-04
3880,INC,Bihar,5264329.65,2025-06-02
3881,BJP,Tamil Nadu,368416.38,2025-09-07
3882,BJP,UP,3904098.01,2025-05-20
3883,BJP,Tamil Nadu,899145.86,2025-09-25
3884,BJP,Tamil Nadu,3108910.42,2026-02-09
3885,INC,Bihar,2949918.33,2025-08-19
3886,BJP,Maharashtra,9354703.84,2025-05-19
3887,BJP,UP,621048.21,2025-11-06
3888,AAP,Maharashtra,8081581.7,2025-10-12
3889,Regional Party,UP,996128.63,2026-01-29
3890,AAP,Tamil Nadu,8996011.25,2025-11-26
3891,BJP,Maharashtra,3344375.78,2026-02-20
3892,BJP,Maharashtra,7851091.48,2026-02-26
3893,AAP,Bihar,2460749.66,2026-02-09
3894,BJP,UP,8457282.44,2025-09-04
3895,Regional Party,Bihar,6851326.8,2025-04-21
3896,Regional Party,Maharashtra,8725340.97,2025-10-31
3897,INC,Tamil Nadu,6589983.98,2025-12-07
3898,AAP,Tamil Nadu,7925015.98,2025-05-06
3899,BJP,Maharashtra,4273205.38,2025-06-15
3900,AAP,Bihar,2314300.54,2025-04-28
3901,BJP,UP,7656529.86,2026-02-04
3902,BJP,Tamil Nadu,2119279.98,2026-01-02
3903,BJP,Tamil Nadu,6376959.3,2025-09-18
3904,BJP,Bihar,3756102.52,2025-09-29
3905,AAP,UP,1087016.55,2025-05-12
3906,BJP,UP,8250728.51,2025-05-23
3907,BJP,Tamil Nadu,7660183.23,2025-12-04
3908,Regional Party,Maharashtra,3055868.07,2025-10-20
3909,AAP,Bihar,2134540.69,2025-05-08
3910,Regional Party,UP,7193765.85,2026-01-31
3911,AAP,Bihar,677820.8,2025-04-28
3912,AAP,Tamil Nadu,5550550.69,2025-10-27
3913,Regional Party,UP,8005655.58,2026-03-10
3914,INC,UP,1854954.25,2025-07-26
3915,AAP,UP,5243239.21,2025-12-13
3916,AAP,Tamil Nadu,1868130.84,2025-04-27
3917,AAP,Tamil Nadu,719974.4,2025-08-30
3918,BJP,Maharashtra,5189561.1,2025-09-26
3919,AAP,UP,5787009.49,2025-07-13
3920,INC,Bihar,5582656.89,2025-06-15
3921,BJP,Bihar,6349462.33,2025-04-12
3922,AAP,UP,6351892.89,2025-08-25
3923,BJP,Bihar,6517588.98,2026-03-09
3924,Regional Party,UP,345612.26,2026-02-11
3925,Regional Party,Maharashtra,1711056.26,2025-05-26
3926,Regional Party,Tamil Nadu,8048864.55,2025-09-01
3927,Regional Party,Tamil Nadu,8370566.5,2026-02-03
3928,INC,UP,9909658.3,2025-07-08
3929,INC,UP,7955507.22,2025-11-03
3930,AAP,Maharashtra,7596608.11,2025-12-30
3931,Regional Party,Tamil Nadu,9140475.23,2026-03-05
3932,Regional Party,UP,2805705.66,2025-04-15
3933,Regional Party,UP,1405137.71,2025-06-26
3934,BJP,UP,954060.62,2025-12-21
3935,AAP,UP,1453293.9,2026-03-20
3936,AAP,Tamil Nadu,5308429.74,2025-06-29
3937,INC,UP,49316.52,2025-04-10
3938,Regional Party,UP,1165772.81,2026-03-04
3939,Regional Party,Bihar,3759288.99,2025-12-10
3940,AAP,UP,9851109.48,2025-10-08
3941,Regional Party,UP,115649.4,2025-11-27
3942,Regional Party,Bihar,3760975.23,2025-05-06
3943,Regional Party,UP,8566404.99,2026-01-31
3944,Regional Party,UP,1466907.94,2026-03-30
3945,AAP,UP,3823053.87,2025-06-13
3946,AAP,Tamil Nadu,9831905.01,2025-11-13
3947,BJP,Maharashtra,6362372.23,2025-08-29
3948,Regional Party,Bihar,3279373.38,2026-02-01
3949,Regional Party,Tamil Nadu,9365466.55,2025-08-20
3950,INC,Bihar,9818599.33,2026-03-03
3951,INC,Bihar,3149897.98,2025-10-20
3952,INC,UP,392246.9,2025-09-17
3953,BJP,Bihar,5043446.81,2025-11-19
3954,BJP,Tamil Nadu,6306249.46,2025-11-01
3955,BJP,UP,8898344.01,2025-11-27
3956,Regional Party,UP,2676205.15,2026-01-04
3957,INC,Tamil Nadu,6606082.36,2025-05-13
3958,BJP,Tamil Nadu,9597154.43,2025-12-12
3959,BJP,Maharashtra,2961885.27,2026-01-08
3960,INC,UP,6762028.39,2025-07-16
3961,BJP,Maharashtra,1332460.51,2026-02-28
3962,Regional Party,Tamil Nadu,8298218.43,2026-01-11
3963,Regional Party,Bihar,9922446.88,2025-12-31
3964,INC,Maharashtra,8932450.09,2025-10-06
3965,INC,Maharashtra,7510833.14,2025-09-03
3966,Regional Party,Tamil Nadu,6760592.98,2025-07-10
3967,AAP,Bihar,7667728.43,2025-08-08
3968,BJP,Tamil Nadu,2202172.61,2025-04-15
3969,Regional Party,Maharashtra,9873776.37,2025-04-22
3970,Regional Party,Tamil Nadu,4960750.14,2025-06-05
3971,Regional Party,Bihar,1127913.04,2025-06-12
3972,INC,Tamil Nadu,4306607.24,2026-02-22
3973,Regional Party,UP,8981555.16,2026-03-11
3974,Regional Party,UP,3930736.18,2025-06-05
3975,INC,Bihar,7010174.82,2025-07-22
3976,AAP,Maharashtra,8707075.35,2025-08-02
3977,INC,UP,3685916.87,2025-05-08
3978,BJP,Tamil Nadu,9070480.91,2025-07-23
3979,BJP,Bihar,7783091.76,2025-12-10
3980,AAP,Tamil Nadu,2501016.39,2025-07-22
3981,AAP,UP,7476930.04,2025-09-23
3982,Regional Party,Tamil Nadu,737360.58,2025-11-25
3983,Regional Party,UP,1323496.37,2025-06-12
3984,AAP,Maharashtra,7666132.6,2025-08-03
3985,INC,Bihar,4163768.37,2026-02-04
3986,Regional Party,Tamil Nadu,8167406.31,2025-06-14
3987,BJP,Tamil Nadu,6796249.82,2025-04-06
3988,INC,Maharashtra,9611856.88,2025-05-19
3989,INC,Maharashtra,8135574.5,2026-03-03
3990,AAP,Tamil Nadu,9095622.41,2025-12-12
3991,INC,Maharashtra,7421476.63,2025-07-30
3992,BJP,Maharashtra,6076475.69,2025-09-15
3993,INC,UP,3805100.88,2025-07-17
3994,AAP,Maharashtra,1471842.64,2025-09-07
3995,AAP,Bihar,5967028.05,2025-07-22
3996,BJP,UP,3235769.0,2025-05-06
3997,BJP,Bihar,2751696.06,2025-07-06
3998,Regional Party,Tamil Nadu,2850648.37,2025-11-08
3999,Regional Party,Tamil Nadu,6743248.73,2025-05-09
4000,INC,Bihar,3500264.84,2025-09-10
4001,INC,Tamil Nadu,9914353.41,2025-04-27
4002,AAP,Bihar,3428850.5,2026-03-24
4003,BJP,Tamil Nadu,5550886.47,2026-01-31
4004,AAP,UP,5605300.46,2025-09-10
4005,BJP,Bihar,6726721.42,2026-03-07
4006,INC,Bihar,9583210.01,2025-08-13
4007,AAP,Maharashtra,8999067.8,2025-05-29
4008,Regional Party,UP,4718172.88,2025-08-22
4009,INC,Tamil Nadu,9291825.51,2025-04-18
4010,BJP,Tamil Nadu,3381311.03,2026-02-27
4011,AAP,Maharashtra,2631497.81,2025-08-31
4012,INC,Bihar,6274006.38,2025-12-01
4013,INC,Bihar,274029.06,2025-05-19
4014,BJP,Tamil Nadu,3463855.29,2025-05-01
4015,AAP,Bihar,97429.58,2025-07-27
4016,BJP,Bihar,9964565.07,2025-06-16
4017,BJP,Tamil Nadu,3132727.38,2026-02-25
4018,BJP,Bihar,2633445.34,2026-01-25
4019,Regional Party,UP,7608466.99,2025-09-17
4020,Regional Party,UP,-1000.0,2025-12-07
4021,BJP,Tamil Nadu,6837319.22,2026-02-21
4022,AAP,Maharashtra,9441923.22,2025-05-12
4023,AAP,UP,4129509.61,2025-09-12
4024,AAP,Maharashtra,6170508.68,2025-11-01
4025,AAP,Maharashtra,2223048.96,2025-04-19
4026,BJP,Tamil Nadu,9427454.45,2026-01-29
4027,BJP,Maharashtra,6017875.31,2025-05-09
4028,AAP,Tamil Nadu,5908731.89,2025-08-29
4029,BJP,Bihar,788537.3,2025-11-16
4030,Regional Party,UP,4363219.54,2025-12-19
4031,Regional Party,UP,5798135.84,2026-01-22
4032,Regional Party,UP,483064.98,2025-07-14
4033,Regional Party,UP,1165197.2,2026-02-16
4034,INC,Tamil Nadu,7404089.43,2025-11-17
4035,BJP,Maharashtra,6248508.05,2025-09-06
4036,BJP,Maharashtra,1182771.6,2026-01-08
4037,Regional Party,Maharashtra,1537484.24,2025-05-30
4038,AAP,Tamil Nadu,2255864.4,2026-03-21
4039,BJP,Tamil Nadu,4049529.07,2026-01-17
4040,AAP,Tamil Nadu,667233.83,2026-03-18
4041,Regional Party,Tamil Nadu,3476100.57,2026-02-06
4042,AAP,Tamil Nadu,9389152.51,2026-02-15
4043,AAP,Maharashtra,8829965.77,2025-04-08
4044,INC,Maharashtra,3031073.03,2025-10-22
4045,BJP,Maharashtra,631157.79,2025-11-17
4046,BJP,Bihar,5485725.5,2025-11-10
4047,Regional Party,UP,2184676.77,2025-04-02
4048,Regional Party,Bihar,4268574.26,2026-03-01
4049,Regional Party,Bihar,4046253.8,2025-12-06
4050,Regional Party,UP,5605238.33,2025-08-12
4051,INC,Tamil Nadu,1888054.46,2025-12-13
4052,AAP,Tamil Nadu,3501405.67,2025-11-09
4053,BJP,Bihar,2047305.17,2025-07-22
4054,Regional Party,UP,8968617.65,2025-08-19
4055,BJP,Bihar,4567605.51,2025-07-06
4056,AAP,Maharashtra,9433362.12,2025-11-19
4057,INC,UP,4626230.06,2025-08-16
4058,BJP,Maharashtra,5379476.81,2025-05-18
4059,AAP,Bihar,2245982.95,2025-06-27
4060,BJP,Bihar,-1000.0,2025-05-13
4061,INC,Maharashtra,7021437.93,2026-03-19
4062,AAP,Bihar,5748861.62,2025-12-16
4063,Regional Party,Maharashtra,5207354.32,2025-12-02
4064,Regional Party,Maharashtra,9979528.52,2025-10-08
4065,AAP,UP,4405947.66,2025-04-13
4066,BJP,Maharashtra,1336698.35,2025-06-07
4067,BJP,Bihar,7046004.4,2025-12-07
4068,BJP,Tamil Nadu,798946.92,2025-03-30
4069,AAP,UP,7879917.82,2025-12-31
4070,Regional Party,UP,3487495.71,2026-03-27
4071,Regional Party,Bihar,4074163.33,2025-11-21
4072,INC,Maharashtra,9025382.66,2025-06-19
4073,AAP,Tamil Nadu,4624684.46,2025-10-12
4074,BJP,Maharashtra,8758755.97,2026-01-08
4075,INC,Maharashtra,4017362.47,2025-08-22
4076,INC,UP,151430.01,2025-10-26
4077,Regional Party,Tamil Nadu,3059376.59,2026-03-08
4078,INC,UP,8106397.58,2025-05-17
4079,INC,Tamil Nadu,6520581.75,2026-02-04
4080,BJP,UP,8892968.93,2025-08-28
4081,BJP,UP,2080978.44,2025-07-31
4082,BJP,UP,8214275.84,2025-08-14
4083,Regional Party,Tamil Nadu,5610014.54,2025-10-19
4084,AAP,Maharashtra,6982741.21,2025-08-10
4085,Regional Party,Maharashtra,2676741.99,2025-07-04
4086,Regional Party,UP,8670025.06,2025-05-11
4087,Regional Party,Tamil Nadu,6796827.42,2026-01-31
4088,AAP,Bihar,-1000.0,2026-02-26
4089,Regional Party,Maharashtra,692081.19,2025-12-08
4090,Regional Party,Maharashtra,7504471.27,2025-10-10
4091,BJP,UP,7134372.83,2025-05-21
4092,BJP,UP,9776584.77,2026-02-08
4093,BJP,Maharashtra,2886784.47,2026-03-15
4094,BJP,UP,7084956.89,2025-11-20
4095,INC,Tamil Nadu,4301471.96,2025-10-06
4096,Regional Party,Maharashtra,8581870.43,2025-04-17
4097,INC,Maharashtra,3053554.49,2026-02-09
4098,Regional Party,Maharashtra,6197998.21,2025-06-03
4099,INC,UP,-1000.0,2025-04-19
4100,AAP,Bihar,2989249.66,2025-07-22
4101,INC,Maharashtra,6964403.36,2025-05-31
4102,INC,Maharashtra,2896392.02,2025-04-05
4103,AAP,Bihar,2686434.21,2026-03-08
4104,INC,Maharashtra,7438482.12,2025-04-28
4105,INC,Maharashtra,2269575.7,2025-10-15
4106,AAP,UP,88871.65,2025-12-08
4107,Regional Party,Tamil Nadu,7286931.01,2026-02-17
4108,BJP,UP,9704775.55,2025-07-23
4109,AAP,Tamil Nadu,4442120.88,2026-01-28
4110,BJP,Maharashtra,7462181.44,2026-02-23
4111,BJP,Maharashtra,4289639.17,2025-12-06
4112,AAP,Tamil Nadu,541925.92,2025-11-07
4113,BJP,Bihar,4074581.55,2026-03-11
4114,Regional Party,Maharashtra,1862855.42,2026-03-18
4115,INC,Bihar,4611711.13,2026-02-01
4116,BJP,Tamil Nadu,9726130.65,2026-01-01
4117,AAP,UP,5034039.48,2025-05-27
4118,AAP,Maharashtra,6664110.34,2025-11-30
4119,Regional Party,UP,3691370.64,2025-08-21
4120,BJP,Maharashtra,7550924.23,2025-08-15
4121,Regional Party,UP,9321367.42,2025-09-13
4122,Regional Party,Tamil Nadu,7673761.17,2025-07-21
4123,AAP,Bihar,7233847.39,2026-02-20
4124,AAP,Maharashtra,591611.01,2025-10-14
4125,Regional Party,Tamil Nadu,9986151.18,2026-03-04
4126,Regional Party,Maharashtra,2186330.19,2025-11-08
4127,AAP,Bihar,3725581.73,2025-08-15
4128,Regional Party,Tamil Nadu,7052239.68,2025-06-25
4129,INC,Tamil Nadu,5917701.55,2026-01-09
4130,AAP,Tamil Nadu,4457160.02,2025-10-23
4131,Regional Party,Bihar,295913.72,2025-11-17
4132,BJP,UP,9111116.52,2026-01-28
4133,Regional Party,UP,8409436.65,2026-03-19
4134,AAP,Maharashtra,3050834.98,2025-04-20
4135,BJP,UP,919437.71,2026-02-25
4136,Regional Party,Tamil Nadu,6261170.07,2025-12-20
4137,AAP,Bihar,9693570.94,2025-09-23
4138,Regional Party,Tamil Nadu,1132513.61,2026-02-17
4139,BJP,UP,6955798.09,2026-01-31
4140,BJP,Tamil Nadu,1829276.76,2026-01-26
4141,INC,Bihar,6291218.47,2025-04-22
4142,BJP,Tamil Nadu,8287011.46,2025-08-08
4143,AAP,Tamil Nadu,6621861.02,2025-08-22
4144,AAP,Tamil Nadu,3247709.31,2025-07-22
4145,Regional Party,Maharashtra,3322702.27,2025-06-02
4146,BJP,Tamil Nadu,6371920.58,2025-08-22
4147,Regional Party,Tamil Nadu,8591694.68,2026-01-08
4148,BJP,UP,2928966.17,2025-10-05
4149,Regional Party,Bihar,6739368.76,2026-03-01
4150,BJP,Bihar,420822.94,2025-12-31
4151,BJP,Maharashtra,3860359.03,2025-04-13
4152,Regional Party,Bihar,4839875.25,2025-07-26
4153,BJP,Bihar,3832374.65,2025-12-18
4154,BJP,Maharashtra,6364379.9,2025-05-28
4155,Regional Party,Maharashtra,7889243.05,2025-11-16
4156,INC,Tamil Nadu,3846816.77,2025-10-12
4157,Regional Party,UP,4548018.11,2025-10-28
4158,AAP,Tamil Nadu,-1000.0,2025-12-18
4159,INC,UP,2920373.93,2025-04-16
4160,INC,UP,848986.05,2025-05-20
4161,Regional Party,UP,8549608.58,2025-07-22
4162,Regional Party,Tamil Nadu,7352006.92,2025-08-10
4163,BJP,Tamil Nadu,6221461.77,2025-09-25
4164,Regional Party,Maharashtra,7491186.37,2026-03-23
4165,Regional Party,UP,3297887.04,2025-12-07
4166,Regional Party,Bihar,9174582.22,2025-11-25
4167,AAP,UP,7585904.92,2025-04-13
4168,Regional Party,Tamil Nadu,4648926.8,2025-08-31
4169,BJP,UP,6189847.3,2026-03-06
4170,BJP,Maharashtra,5380272.35,2025-08-28
4171,INC,UP,2533810.17,2025-08-10
4172,Regional Party,Maharashtra,491240.95,2025-05-25
4173,INC,Maharashtra,9552675.56,2025-11-20
4174,AAP,Bihar,4572800.83,2025-10-23
4175,BJP,Bihar,9787290.71,2025-09-20
4176,Regional Party,Maharashtra,8566646.34,2025-12-24
4177,INC,Maharashtra,512058.9,2025-07-05
4178,INC,Tamil Nadu,2023030.24,2025-07-14
4179,AAP,Bihar,1454476.39,2026-02-10
4180,BJP,Maharashtra,6388076.3,2025-08-27
4181,Regional Party,Maharashtra,1385165.0,2025-12-23
4182,INC,Maharashtra,3419277.98,2025-10-25
4183,AAP,Bihar,3377693.87,2025-11-21
4184,Regional Party,Maharashtra,5163922.03,2025-06-24
4185,BJP,UP,8854580.62,2025-12-16
4186,INC,Bihar,8959885.42,2026-02-18
4187,BJP,UP,3156072.61,2025-04-10
4188,Regional Party,Tamil Nadu,146400.78,2025-12-05
4189,BJP,Tamil Nadu,4363442.66,2025-12-20
4190,INC,Tamil Nadu,22092.15,2025-05-03
4191,INC,Maharashtra,3145690.21,2025-06-24
4192,Regional Party,Bihar,8175828.51,2025-05-23
4193,BJP,Tamil Nadu,5749185.91,2025-08-25
4194,BJP,Maharashtra,4797505.3,2025-05-19
4195,Regional Party,UP,5348347.13,2025-04-24
4196,AAP,UP,3674505.14,2025-05-16
4197,AAP,UP,1482813.64,2026-03-01
4198,BJP,Tamil Nadu,4410934.81,2025-06-17
4199,AAP,Tamil Nadu,1551309.14,2025-05-30
4200,INC,Tamil Nadu,4865724.96,2026-02-04
4201,Regional Party,Maharashtra,3586282.03,2025-10-07
4202,AAP,Tamil Nadu,1102610.66,2025-12-03
4203,INC,Tamil Nadu,4392360.92,2025-10-19
4204,Regional Party,Maharashtra,198002.39,2025-04-06
4205,INC,Maharashtra,8332858.42,2025-04-16
4206,AAP,UP,8283455.91,2025-10-27
4207,AAP,Maharashtra,4566318.05,2026-03-05
4208,INC,UP,1037343.51,2026-01-25
4209,Regional Party,Maharashtra,5685577.56,2025-11-26
4210,BJP,Bihar,2244026.33,2025-06-28
4211,INC,UP,5807043.09,2025-07-06
4212,AAP,Tamil Nadu,6886394.0,2025-06-23
4213,Regional Party,Bihar,7367368.9,2025-12-18
4214,Regional Party,Bihar,5035717.29,2025-08-02
4215,BJP,UP,5924113.68,2026-03-14
4216,AAP,Maharashtra,5910926.23,2025-08-11
4217,AAP,UP,9312883.91,2025-11-03
4218,INC,Tamil Nadu,105343.85,2026-01-04
4219,INC,Tamil Nadu,324032.53,2025-05-08
4220,INC,UP,3632275.67,2025-04-17
4221,BJP,Maharashtra,5320694.09,2026-01-10
4222,AAP,Maharashtra,4620916.97,2026-02-05
4223,AAP,UP,1720701.04,2026-01-03
4224,AAP,Maharashtra,4892278.72,2025-10-17
4225,INC,UP,4029456.47,2025-08-21
4226,AAP,UP,9466002.67,2025-12-04
4227,BJP,UP,1148941.97,2025-06-17
4228,AAP,Bihar,1800433.49,2025-09-14
4229,AAP,UP,3733942.57,2025-04-15
4230,AAP,Bihar,1126231.28,2025-09-01
4231,INC,Bihar,6016574.38,2025-05-26
4232,BJP,Bihar,6323930.71,2025-12-28
4233,INC,UP,-1000.0,2026-01-01
4234,INC,Tamil Nadu,5087187.56,2025-10-05
4235,INC,UP,3505601.2,2025-11-07
4236,AAP,Bihar,1760186.16,2025-06-08
4237,BJP,Maharashtra,2041630.77,2025-06-19
4238,AAP,UP,9540589.57,2025-10-06
4239,AAP,UP,1827697.87,2025-12-21
4240,AAP,Tamil Nadu,1090361.51,2025-11-05
4241,BJP,UP,2539670.2,2025-08-14
4242,INC,UP,375305.08,2025-08-11
4243,Regional Party,Maharashtra,8604470.5,2025-08-31
4244,INC,UP,6377584.05,2025-06-14
4245,AAP,Tamil Nadu,4949333.03,2025-09-20
4246,INC,Tamil Nadu,7346665.65,2026-02-19
4247,AAP,Bihar,739384.99,2026-01-28
4248,BJP,UP,6710872.29,2025-05-03
4249,Regional Party,Bihar,2905863.46,2026-02-20
4250,BJP,Tamil Nadu,513307.06,2026-01-03
4251,INC,Bihar,5904235.28,2025-08-20
4252,AAP,UP,8443749.56,2026-01-31
4253,AAP,Bihar,8950156.15,2025-10-22
4254,INC,Bihar,2497778.92,2026-03-13
4255,Regional Party,Bihar,7650571.34,2025-07-25
4256,Regional Party,Bihar,7468899.86,2026-03-07
4257,AAP,Tamil Nadu,-1000.0,2025-04-12
4258,Regional Party,Tamil Nadu,2816547.32,2026-01-24
4259,INC,Maharashtra,6136161.62,2025-05-31
4260,INC,Bihar,2108291.99,2025-12-20
4261,BJP,Maharashtra,853013.99,2025-12-01
4262,AAP,Bihar,3112036.39,2025-05-28
4263,AAP,Bihar,2918991.52,2025-11-27
4264,BJP,UP,9104036.39,2025-08-01
4265,BJP,Bihar,8724973.64,2026-03-23
4266,AAP,Bihar,7431030.22,2025-09-27
4267,INC,UP,3743869.02,2026-03-17
4268,BJP,UP,1429397.89,2025-07-21
4269,BJP,Tamil Nadu,2595288.42,2025-09-10
4270,INC,UP,3973080.14,2025-04-07
4271,AAP,Maharashtra,-1000.0,2026-01-22
4272,INC,Maharashtra,3210597.4,2025-12-08
4273,AAP,Maharashtra,3440200.1,2026-01-26
4274,INC,UP,2170292.02,2025-06-29
4275,Regional Party,Bihar,5292713.72,2025-06-25
4276,BJP,Maharashtra,9310577.33,2025-10-18
4277,Regional Party,Maharashtra,3543023.04,2025-12-01
4278,INC,Tamil Nadu,3289025.2,2025-05-26
4279,BJP,Bihar,980277.91,2025-10-07
4280,BJP,UP,3392344.91,2025-04-26
4281,Regional Party,UP,5015094.87,2026-01-12
4282,INC,Tamil Nadu,2485644.16,2025-06-26
4283,INC,Bihar,3185843.22,2025-06-11
4284,BJP,UP,-1000.0,2025-10-30
4285,AAP,Tamil Nadu,3441106.03,2025-09-17
